"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"North Carolina A&T",49.8095238095238,130,15.6524832506571,280,27.9411764705882,75,40.7619047619048,285
2026,"North Carolina Central",57.8947368421053,349,16.6653051221305,230,37.9194630872483,344,46.588693957115,337
2026,"North Dakota",56.7119155354449,330,21.3466363095842,24,33.7628865979381,275,47.8129713423831,347
2026,"North Dakota St.",50.5145797598628,156,20.5787781350482,41,29.4460641399417,125,32.2469982847341,109
2026,"North Florida",57.4225122349103,343,15.0390074255099,309,44.8484848484849,365,34.257748776509,153
2026,"North Texas",45.9201388888889,37,20.7613646128727,36,33.3333333333333,266,46.7013888888889,338
2026,"Northeastern",51.792828685259,213,20.0642683595893,60,27.2108843537415,59,36.6533864541833,203
2026,"Northern Arizona",51.789077212806,212,18.726366964768,110,31.7901234567901,213,32.391713747646,114
2026,"Northern Colorado",50.398406374502,149,12.7393944541169,358,24.9146757679181,16,36.2549800796813,191
2026,"Northern Illinois",57.4363992172211,344,16.5978414826341,233,34.6570397111913,302,41.2915851272016,295
2026,"Northern Iowa",44.2622950819672,11,20.3746674967457,47,27.5,69,30.4189435336976,73
2026,"Northern Kentucky",55.8659217877095,316,22.040902829289,15,32.5657894736842,244,44.1340782122905,322
2026,"Northwestern",46.2878787878788,44,17.1382430005109,199,33.8199513381995,276,34.8484848484849,163
2026,"Northwestern St.",57.7227722772277,346,16.9015240087789,212,39.0070921985816,356,45.9405940594059,336
2026,"Notre Dame",49.0254872563718,105,16.0487683503359,260,24.4655581947743,10,34.0329835082459,147
2026,"Oakland",57.0355191256831,337,13.77812257564,345,32.6582278481013,246,25.5464480874317,21
2026,"Ohio",53.4345047923323,268,16.9056392881468,211,35.2112676056338,312,30.5111821086262,75
2026,"Ohio St.",47.9508196721311,75,16.909802834471,210,27.1767810026385,57,32.4590163934426,117
2026,"Oklahoma",49.4830132939439,122,16.4318495458776,240,29.8329355608592,142,29.6898079763663,65
2026,"Oklahoma St.",48.3893557422969,88,16.726790841493,224,27.3333333333333,63,31.0924369747899,85
2026,"Old Dominion",51.2996941896024,185,14.2111977778854,333,31.8066157760814,215,42.3547400611621,306
2026,"Oral Roberts",55.5725190839695,314,16.3139471402421,249,36.0655737704918,324,39.6946564885496,269
